building_id,research_record_id,research_year,canonical_name,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,confidence,needs_review
CHI-POSTFIRE-CHI-1874-021,CHI-1874-021,1874,Charles H. Wacker House / former coach house,1874,1874,NRHP inventory date,1874,,,moved and remodeled for residential use,extant/relocated/altered,North Park Avenue,1836 N Lincoln Park West,,,coach house / house,temporary residence and coach house; later single-family residence,unknown,Frederick Wacker; later Charles H. Wacker,wood-frame,2,,new_auxiliary_building,Frederick Wacker House at 1838 N Lincoln Park West,Near the fire-limit edge; wood construction and later relocation require parcel-level ordinance research.,District documentation treats 1836 as a Wacker residence with an 1874 date; later accounts describe it as the coach house/temporary home associated with 1838 and moved/remodeled in 1884. The original 1874 use and precise footprint need deed/permit confirmation.,medium,true
CHI-POSTFIRE-CHI-1874-014,CHI-1874-014,1874,Church of the Immaculate Conception reconstruction,1872,1874,completed in fall,1874,,,,demolished/unknown date,,,,,church,Roman Catholic worship,unknown,Church of the Immaculate Conception; Rev. P. T. Butler,brick with cut-stone foundations,,,post_fire_reconstruction_around_retained_basement,Pre-fire church destroyed above rubble-stone basement walls in October 1871,Post-fire masonry rebuilding reused surviving rubble basement walls.,"A temporary roof over the surviving basement served worshippers while a slightly larger church was built around it. Andreas states completion in fall 1874, dedication by Bishop Foley, and about $30,000 cost. Exact address remains unresolved because Chicago later had multiple parishes of this name.",high,true
CHI-POSTFIRE-CHI-1874-002,CHI-1874-002,1874,Cook County Criminal Court House and Jail complex,1873,1874,exact year,1874,1892,mixed/partial,court building replaced; jail survived longer,demolished,"Dearborn Street at Hubbard Street; block bounded by Michigan (Hubbard), Dearborn, Illinois, and Clark Streets",,,,government and correctional complex,"criminal court, county jail, sheriff/jailer residence",Armstrong & Egan,Cook County,masonry complex,,,complex_completion_and_opening_phase,North Market Hall site; post-fire replacement of county facilities,Within the 1871 fire limits; designed during the post-fire rebuilding and subject to masonry/fire-safety requirements.,The residence wing was occupied in February 1874 and the complex was expected ready by May 1; Chicago History Museum describes courthouse and jail as completed in 1874. Court and jail are kept as one complex-phase record because the contemporary account treats coordinated construction.,high,false
CHI-POSTFIRE-CHI-1874-022,CHI-1874-022,1874,Farragut Boat Club clubhouse at Thirteenth Street,1874,1874,exact year,1874,,,moved to Riverdale,relocated/reused,Foot of Thirteenth Street,,,,boathouse/clubhouse,rowing club and boat storage,,Farragut Boat Club,light temporary waterfront construction,,,replacement_temporary_building,"Farragut Boat Club boathouse at foot of Twenty-first Street, destroyed by storm in spring 1874",Waterfront structure; fire-limit/building-code treatment was likely specialized and needs confirmation.,"After a storm destroyed the 1873 boathouse, the club erected a replacement at the foot of Thirteenth Street for about $450. It was moved to Riverdale on the Calumet River in spring 1876.",high,false
CHI-POSTFIRE-CHI-1874-013,CHI-1874-013,1874,First Congregational Church reconstruction,1873,1874,exact completion date,1874,,,,demolished/unknown date,,,,,church,Congregational worship,unknown,First Congregational Church,,,,reconstruction,"First Congregational Church burned January 16, 1873",Post-fire reconstruction; fire-limit applicability and address require confirmation.,"Worship was held in the basement from spring 1873; the new cruciform building was completed February 15, 1874, resembled its predecessor externally, seated 1,800, and cost $105,000 including its organ.",high,true
CHI-POSTFIRE-CHI-1874-010,CHI-1874-010,1874,Former Engine Company 27,1874,1874,exact year,1874,,,,extant/altered,1244 N Wells Street,1244 N Wells St,,,firehouse,horse-drawn fire apparatus and company quarters,unknown,City of Chicago,brick masonry,2,,new_construction,,Near North Side construction after the Great Fire; masonry storefront-like facade.,Chicago's oldest intact firehouse; a rear/additional phase was built in 1907.,high,false
CHI-POSTFIRE-CHI-1874-011,CHI-1874-011,1874,Fourth Presbyterian Church at Rush and Superior,1873,1874,opened January 4; dedicated early 1874,1874,1912,approximate year,congregation relocated; stone reused elsewhere,demolished,Northwest corner of Rush and Superior Streets,,,,church,Presbyterian worship,John R. Neff,Fourth Presbyterian Church,rock-faced Athens stone,,,post_fire_reconstruction,"Fourth Presbyterian sanctuary destroyed October 8, 1871",Within/adjacent to the burned North Side and built under post-fire masonry requirements.,"Andreas records opening on January 4, 1874, a Latin-cross plan, about $80,000 cost, and 1,200 seats; the congregation's history independently names architect John R. Neff.",high,false
CHI-POSTFIRE-CHI-1874-020,CHI-1874-020,1874,Frederick Wacker House,1872,1874,conflicting source dates,1874,,,,extant/altered,North Park Avenue,1838 N Lincoln Park West,,,house,single-family residence,unknown,Frederick Wacker,wood-frame with Swiss Chalet/Italianate detailing,2,,completion_phase,temporary residence/coach-house relationship with 1836 property,Near the fire-limit edge; surviving wood construction illustrates that geography and ordinance enforcement must be modeled parcel by parcel.,"The NRHP district inventory gives built 1874; University of Illinois metadata gives 1872-73. The house has a broad veranda and carved trim, with a coach house to the rear. Completion year is retained as 1874 but flagged.",medium,true
CHI-POSTFIRE-CHI-1874-009,CHI-1874-009,1874,Illinois Charitable Eye and Ear Infirmary,1874,1874,exact year,1874,,,,demolished/unknown date,Peoria and West Adams Streets,,,,hospital/infirmary,ophthalmic and aural hospital,unknown,Illinois Charitable Eye and Ear Infirmary; State of Illinois; Chicago Relief and Aid Society,brick with stone trim,,,post_fire_reconstruction,"Infirmary destroyed October 9, 1871",Post-fire institutional rebuilding in masonry; precise fire-limit status needs confirmation.,"The 1874 building cost $42,693, accommodated more than 100 patients, and replaced temporary quarters at 137 N Morgan Street. The state supplied $28,000 and Relief and Aid funds helped buy the site.",high,false
CHI-POSTFIRE-CHI-1874-018,CHI-1874-018,1874,Jackson-Thomas House,1874,1874,exact year,1874,,,,extant/altered,7053 N Ridge Boulevard,7053 N Ridge Blvd,,,house,single-family residence,unknown,Andrew B. Jackson,wood-frame residence,2,,new_construction,,Built well outside the 1871 fire limits in the then-rural far North Side; wood construction remained possible there.,Italianate/Second Empire residence; L. H. Thomas acquired it in 1879 and a porch/entrance alteration occurred about 1910.,high,false
CHI-POSTFIRE-CHI-1874-006,CHI-1874-006,1874,Moody & Waters pie factory,1874,1874,season-specific contemporary-history report,1874,,,manufacturing moved to a newer building; structure reused,later fate unknown,Green Street near Lake Street,,,,industrial bakery,pie factory,unknown,Moody & Waters,brick and stone,3,,replacement_new_construction,20-by-36-foot one-and-a-half-story frame factory on the same lot,Location may have been near or outside the fire-limit edge; brick-and-stone replacement reflects post-fire industrial rebuilding practice.,"Erected spring 1874 on the old factory site; 35 by 126 feet. After an 1880 factory addition, this structure became offices, wagon house, and stable.",high,false
CHI-POSTFIRE-CHI-1874-001,CHI-1874-001,1874,Palmer House (second building),1871,1874,reported completion year,1873,1923,year,replaced by present hotel,demolished/replaced,State and Monroe Streets,,,,hotel,hotel,John M. Van Osdel (architect); Thomas Sollitt (builder/superintendent),Potter Palmer,masonry exterior with fire-resistive claims,7,,completion_phase,Palmer House destroyed October 1871,Within the 1871 fire limits; post-fire masonry and interior-safety rules applied.,"Andreas says Thomas Sollitt completed the Palmer House during 1874, while other summaries use an earlier opening or a 1875 completion. This row preserves the 1874 materially documented completion phase rather than treating opening as completion.",medium,true
CHI-POSTFIRE-CHI-1874-012,CHI-1874-012,1874,Second Presbyterian Church,1872,1874,year range endpoint,1874,,,,extant/reconstructed,Michigan Avenue at Twentieth Street,1936 S Michigan Ave,,,church,Presbyterian worship,James Renwick Jr.; Howard Van Doren Shaw (1900 reconstruction),Second Presbyterian Church,limestone masonry,,,completion_phase,Second Presbyterian Church pre-fire building destroyed in 1871,Post-fire masonry church; completed during the rebuilding era.,"The City landmark record gives 1874 construction; Encyclopedia of Chicago gives 1872-74. A 1900 fire destroyed much of the interior and Shaw directed reconstruction, so current fabric is not wholly 1874.",high,false
CHI-POSTFIRE-CHI-1874-016,CHI-1874-016,1874,St. Ignatius College main building west addition,1874,1874,exact addition year,1874,,,,extant/altered,West Twelfth Street,1076 W Roosevelt Rd,,,college building,Jesuit college classrooms and institutional use,Toussaint Menard; John P. Huber,Society of Jesus / St. Ignatius College,brick masonry,,,addition,St. Ignatius College main building begun 1869 and opened 1870,Outside the central burned district; masonry institutional construction nonetheless reflects the post-fire era.,"City landmark record identifies a west addition built in 1874. The event is an addition, not a new main building.",high,false
CHI-POSTFIRE-CHI-1874-015,CHI-1874-015,1874,St. Patrick's Commercial School building,1874,1874,exact year,1874,,,,demolished/unknown date,Desplaines Street near Adams Street,,,,school,Catholic boys' and commercial school,,St. Patrick's parish; Rev. Patrick J. Conway; Brothers of the Christian Schools,brick masonry,,,new_construction,,West Division masonry institutional building; parcel-level fire-limit status needs confirmation.,"Andreas credits Rev. Patrick J. Conway with erecting a large brick school on Desplaines Street in 1874, managed by the Brothers of the Christian Schools.",high,false
CHI-POSTFIRE-CHI-1874-019,CHI-1874-019,1874,Stephen A. Race House,1874,1874,exact year,1874,,,,extant/relocated/altered,Originally on Irving Park Road,3945 N Tripp Ave,,,house,single-family residence,unknown,Stephen A. Race,brick masonry,2,,new_construction,none identified,Built outside the 1871 fire limits; masonry residence.,"Italianate house built in 1874; moved in 1905 from Irving Park Road and modified, so current coordinates would represent the relocation rather than the original site.",high,false
CHI-POSTFIRE-CHI-1874-005,CHI-1874-005,1874,W. M. Hoyt wholesale building,1874,1874,directory-reported year,1874,,,,demolished/unknown date,North Dearborn Street near Kinzie Street,,,,commercial warehouse/store,wholesale grocery trade,,William M. Hoyt,brick masonry,3,,new_construction,,Within the 1871 fire limits; brick construction conforms to the post-fire ban on wood.,"The 1874 Lakeside directory describes a three-story brick building approximately 25 by 80 feet. Exact lot number, architect, and demolition date remain unresolved.",medium,true
